video_name,start_frame,prompt,cosine,jaccard,bleu,meteor,rouge_l,bert
Reverse,87,determine,0.6097966432571411,0.20689655172413793,0.011783922554663451,0.21156462585034017,0.36363636363636365,0.9103197455406189
Reverse,87,bodyanalysis,0.8501930236816406,0.25806451612903225,0.036870375621371264,0.25136612021857924,0.40816326530612246,0.9144279956817627
Reverse,87,context,0.5108127593994141,0.11428571428571428,0.01197062799577451,0.14622950819672131,0.24489795918367344,0.884456217288971
Reverse,87,objective,0.4605015218257904,0.08108108108108109,0.02542378481448415,0.08324285197249368,0.11764705882352941,0.8609126210212708
Reverse,95,blank,0.9093529582023621,0.45714285714285713,0.16604630620407598,0.41666666666666663,0.5625,0.9132405519485474
Reverse,95,determine,0.8491142392158508,0.2,0.009335924360284792,0.1803107606679035,0.3333333333333333,0.8823792934417725
Reverse,95,bodyanalysis,0.6284973621368408,0.2222222222222222,0.025154114071338714,0.21355617455896006,0.3272727272727273,0.9040151834487915
Reverse,95,context,0.6392839550971985,0.2,0.010698094722385355,0.15990194960665832,0.22222222222222218,0.8943932056427002
Reverse,95,objective,0.6049519181251526,0.14285714285714285,0.007585571778607786,0.13433945006574058,0.25925925925925924,0.8801030516624451
Go forward,107,blank,0.9078834056854248,0.27586206896551724,0.014198006715516395,0.21946902654867256,0.43137254901960786,0.9180452823638916
Go forward,107,determine,0.813514232635498,0.2,0.021585664405712354,0.1693636034295375,0.28,0.8851094841957092
Go forward,107,bodyanalysis,0.6962921619415283,0.08571428571428572,0.004289750818176741,0.05899705014749262,0.2692307692307693,0.894064724445343
Go forward,107,context,0.6170718669891357,0.14705882352941177,0.010003627252916127,0.07331378299120235,0.18867924528301885,0.8888938426971436
Go forward,107,objective,0.5753487348556519,0.08823529411764706,0.004289750818176741,0.05899705014749262,0.1923076923076923,0.8668521642684937
Stop + drive,87,blank,0.9047693014144897,0.43902439024390244,0.14452989339581626,0.42602191190519756,0.5925925925925926,0.9359421730041504
Stop + drive,87,determine,0.7188833951950073,0.17647058823529413,0.002722443059328945,0.1087509833865519,0.24561403508771928,0.8598934412002563
Stop + drive,87,bodyanalysis,0.5814075469970703,0.2631578947368421,0.03825360027526531,0.21342192935632903,0.36923076923076925,0.9055461287498474
Stop + drive,87,context,0.5294662714004517,0.125,0.008235996749456045,0.09538901317424807,0.22222222222222224,0.8855885863304138
Stop + drive,87,objective,0.4715033173561096,0.0975609756097561,0.0038945624087877435,0.05592841163310962,0.15873015873015875,0.8472850918769836
Stop + drive,95,blank,0.6079428195953369,0.2558139534883721,0.055079208870142615,0.24568625733555216,0.35135135135135137,0.9009445905685425
Stop + drive,95,determine,0.4968257248401642,0.1891891891891892,0.003643851630244025,0.08849557522123894,0.16666666666666669,0.8787562251091003
Stop + drive,95,bodyanalysis,0.5566869378089905,0.23809523809523808,0.018650800080517633,0.1728918464455654,0.2857142857142857,0.9026746153831482
Stop + drive,95,context,0.5327960252761841,0.07317073170731707,0.0010268370987758172,0.05518763796909493,0.13114754098360654,0.8700069785118103
Stop + drive,95,objective,0.4834575057029724,0.11904761904761904,0.008064148424875852,0.06578947368421052,0.15625,0.841661274433136
Stop + drive,103,blank,0.787656843662262,0.1956521739130435,0.010974627467246643,0.20611725165448178,0.30588235294117644,0.8875737190246582
Stop + drive,103,determine,0.75175541639328,0.175,0.002968604084650005,0.11866751809280544,0.2368421052631579,0.8627702593803406
Stop + drive,103,bodyanalysis,0.6022592186927795,0.18604651162790697,0.005780170781609321,0.09999154405547099,0.22499999999999998,0.8808187246322632
Stop + drive,103,context,0.5800606608390808,0.08888888888888889,0.0007619679115757334,0.05154639175257732,0.15384615384615385,0.865199089050293
Stop + drive,103,objective,0.5432372689247131,0.08695652173913043,0.0023578877669522234,0.042735042735042736,0.12345679012345678,0.8494473099708557
Stop + drive,111,blank,0.829981803894043,0.27906976744186046,0.03540855783525021,0.2742798353909465,0.4090909090909091,0.8941662907600403
Stop + drive,111,determine,0.6271029710769653,0.20512820512820512,0.008056857876988606,0.1640677966101695,0.25641025641025644,0.8848830461502075
Stop + drive,111,bodyanalysis,0.6281344890594482,0.0851063829787234,0.0011862279557597777,0.0895675505050505,0.1927710843373494,0.8800504207611084
Stop + drive,111,context,0.5918059349060059,0.16666666666666666,0.004145727196148075,0.15067567567567566,0.2,0.8820434212684631
Stop + drive,111,objective,0.5774635672569275,0.0851063829787234,0.00446093251953577,0.07178264122708566,0.12195121951219512,0.8410212993621826
Stop + drive,119,blank,0.8604716062545776,0.2826086956521739,0.06323535120240979,0.2195984423642221,0.3617021276595745,0.8977658152580261
Stop + drive,119,determine,0.6107524037361145,0.11363636363636363,0.005432505018624165,0.13745907782116518,0.21951219512195122,0.8807065486907959
Stop + drive,119,bodyanalysis,0.6622530817985535,0.1276595744680851,0.0019699332632151924,0.09283793597519088,0.18823529411764706,0.882097601890564
Stop + drive,119,context,0.5868905186653137,0.10869565217391304,0.005317805912231277,0.11961722488038276,0.1686746987951807,0.858633816242218
Stop + drive,119,objective,0.5927659869194031,0.08163265306122448,0.0037769677111332543,0.06768077601410934,0.13953488372093023,0.8468168377876282
Stop + drive,127,blank,0.8662790060043335,0.3333333333333333,0.014205139491163496,0.24014492753623196,0.34693877551020413,0.9040932655334473
Stop + drive,127,determine,0.5696799755096436,0.1111111111111111,0.00019720035013470565,0.05502958579881657,0.09523809523809523,0.854504406452179
Stop + drive,127,bodyanalysis,0.6066418290138245,0.19148936170212766,0.004587184197679687,0.1465900747203386,0.21505376344086022,0.8823315501213074
Stop + drive,127,context,0.5722758769989014,0.061224489795918366,0.00025873603503805793,0.03676470588235294,0.06818181818181819,0.8472520709037781
Stop + drive,127,objective,0.5292279720306396,0.08,0.0018433671579095063,0.070321383685439,0.11111111111111112,0.8433724045753479
Stop + drive,135,blank,0.7251650094985962,0.25,0.018741662463938054,0.22822085889570548,0.38356164383561636,0.9146695733070374
Stop + drive,135,determine,0.5817193388938904,0.125,0.0020614540945683634,0.11975920075143026,0.1935483870967742,0.8831844329833984
Stop + drive,135,bodyanalysis,0.6265814900398254,0.23809523809523808,0.030407318496797113,0.2629172382258802,0.3142857142857143,0.8942384719848633
Stop + drive,135,context,0.5588762760162354,0.08695652173913043,0.002379876167966489,0.07717842323651451,0.12121212121212123,0.8655247688293457
Stop + drive,135,objective,0.655789852142334,0.08333333333333333,0.00918719240058142,0.09868144788779709,0.14285714285714288,0.86114901304245
Stop + drive,143,blank,0.5985414981842041,0.24444444444444444,0.03971791217336878,0.1957894736842105,0.3170731707317073,0.8922457098960876
Stop + drive,143,determine,0.5525627732276917,0.08888888888888889,0.0005032315665772894,0.044642857142857144,0.11111111111111112,0.8607920408248901
Stop + drive,143,bodyanalysis,0.594894289970398,0.2,0.005324968625376261,0.14137350983690483,0.20779220779220778,0.8742779493331909
Stop + drive,143,context,0.5525254011154175,0.06521739130434782,0.0003777522580717527,0.053475935828877004,0.0821917808219178,0.852716326713562
Stop + drive,143,objective,0.600124180316925,0.08333333333333333,0.0041540920159554165,0.08488351092649449,0.15584415584415584,0.8630884289741516
Stop + drive,151,blank,0.654343843460083,0.2,0.00916251116590403,0.1809269831730769,0.19999999999999998,0.8872451782226562
Stop + drive,151,determine,0.5214265584945679,0.17391304347826086,0.007522970405613111,0.14559686888454013,0.2191780821917808,0.8815438151359558
Stop + drive,151,bodyanalysis,0.6371719837188721,0.14893617021276595,0.004715612602167452,0.13361417500080394,0.15789473684210525,0.8887934684753418
Stop + drive,151,context,0.6282322406768799,0.19148936170212766,0.004715612602167452,0.14474708171206227,0.2162162162162162,0.8784196376800537
Stop + drive,151,objective,0.5968307256698608,0.08163265306122448,0.006918740622380357,0.1140528549382716,0.1388888888888889,0.8553606867790222
Stop + drive,159,blank,0.6918656826019287,0.20754716981132076,0.019546393643725596,0.20240922609495693,0.24719101123595502,0.887315571308136
Stop + drive,159,determine,0.6120424270629883,0.1956521739130435,0.0018711454647214873,0.08880994671403196,0.18666666666666668,0.8791900277137756
Stop + drive,159,bodyanalysis,0.6489176750183105,0.13725490196078433,0.0030745151673534574,0.1122791519434629,0.175,0.8876163959503174
Stop + drive,159,context,0.6052172780036926,0.14285714285714285,0.0014392113071711842,0.06216696269982238,0.13333333333333333,0.8667759895324707
Stop + drive,159,objective,0.6250443458557129,0.09259259259259259,0.006570935102731122,0.10280820726830119,0.15,0.852634847164154
Stop + drive,167,blank,0.81817626953125,0.21153846153846154,0.01522201083827681,0.14782608695652172,0.25,0.8831307888031006
Stop + drive,167,determine,0.567782998085022,0.1276595744680851,0.0030435613564430823,0.10372124640922747,0.18666666666666668,0.8702542185783386
Stop + drive,167,bodyanalysis,0.6807966828346252,0.2,0.010305808097339992,0.1589847399563999,0.2682926829268293,0.8874769806861877
Stop + drive,167,context,0.6193060278892517,0.10416666666666667,0.0013848025831440988,0.05328596802841919,0.13333333333333333,0.8612862825393677
Stop + drive,167,objective,0.6109850406646729,0.09803921568627451,0.007557648512862978,0.1118838028169014,0.2,0.8579468131065369
