video_name,frame_idx,prompt_type,cosine
Go left,121,bodyanalysis,0.515445351600647
Go left,121,context,0.4760589599609375
Go left,121,objective,0.4760589599609375
Go left,129,blank,0.4839962422847748
Go left,129,determine,0.5465893745422363
Go left,129,bodyanalysis,0.5593905448913574
Go left,129,context,0.5918377041816711
Go left,129,objective,0.5910384654998779
Go left,137,blank,0.3096378743648529
Go left,137,determine,0.5515015721321106
Go left,137,bodyanalysis,0.5151887536048889
Go left,137,context,0.501725971698761
Go left,137,objective,0.501725971698761
Go left,145,blank,0.4267393946647644
Go left,145,determine,0.5138537287712097
Go left,145,bodyanalysis,0.6021166443824768
Go left,145,context,0.5162160396575928
Go left,145,objective,0.4532391428947449
Go left,153,blank,0.38531893491744995
Go left,153,determine,0.5434674024581909
Go left,153,bodyanalysis,0.5806804895401001
Go left,153,context,0.6137881278991699
Go left,153,objective,0.5467739701271057
Go left,161,blank,0.37109872698783875
Go left,161,determine,0.3556440472602844
Go left,161,bodyanalysis,0.4540267586708069
Go left,161,context,0.39041388034820557
Go left,161,objective,0.39041388034820557
Go left,169,blank,0.5302170515060425
Go left,169,determine,0.5613556504249573
Go left,169,bodyanalysis,0.5543949007987976
Go left,169,context,0.523876965045929
Go left,169,objective,0.49764853715896606
Go left,177,blank,0.37480342388153076
Go left,177,determine,0.45967745780944824
Go left,177,bodyanalysis,0.47766852378845215
Go left,177,context,0.39520537853240967
Go left,177,objective,0.452440083026886
Go left,185,blank,0.33497998118400574
Go left,185,determine,0.4942110776901245
Go left,185,bodyanalysis,0.5136861801147461
Go left,185,context,0.4894331097602844
Go left,185,objective,0.4894331097602844
Go left,193,blank,0.34456610679626465
Go left,193,determine,0.572684645652771
Go left,193,bodyanalysis,0.4681650996208191
Go left,193,context,0.48531341552734375
Go left,193,objective,0.48531341552734375
Go left,201,blank,0.36204996705055237
Go left,201,determine,0.5131966471672058
Go left,201,bodyanalysis,0.47085893154144287
Go left,201,context,0.47083014249801636
Go left,201,objective,0.47083014249801636
Stop + drive,87,blank,0.3337123692035675
Stop + drive,87,determine,0.4254811406135559
Stop + drive,87,bodyanalysis,0.5424900650978088
Stop + drive,87,context,0.47095805406570435
Stop + drive,87,objective,0.47095805406570435
Stop + drive,95,blank,0.3405618667602539
Stop + drive,95,determine,0.5598592758178711
Stop + drive,95,bodyanalysis,0.39362815022468567
Stop + drive,95,context,0.5598592758178711
Stop + drive,95,objective,0.5598592758178711
Stop + drive,103,blank,0.3826783299446106
Stop + drive,103,determine,0.5598592758178711
Stop + drive,103,bodyanalysis,0.3679279685020447
Stop + drive,103,context,0.5598592758178711
Stop + drive,103,objective,0.5598592758178711
Stop + drive,111,blank,0.3091393709182739
Stop + drive,111,determine,0.5756818652153015
Stop + drive,111,bodyanalysis,0.6232815980911255
Stop + drive,111,context,0.5756818652153015
Stop + drive,111,objective,0.5756818652153015
Stop + drive,119,blank,0.25978830456733704
Stop + drive,119,determine,0.47636115550994873
Stop + drive,119,bodyanalysis,0.533954918384552
Stop + drive,119,context,0.47636115550994873
Stop + drive,119,objective,0.47636115550994873
Stop + drive,127,blank,0.3012721538543701
Stop + drive,127,determine,0.48800891637802124
Stop + drive,127,bodyanalysis,0.3941121995449066
Stop + drive,127,context,0.462943971157074
Stop + drive,127,objective,0.462943971157074
Stop + drive,135,blank,0.2604588270187378
Stop + drive,135,determine,0.559481143951416
Stop + drive,135,bodyanalysis,0.4080658555030823
Stop + drive,135,context,0.559481143951416
Stop + drive,135,objective,0.559481143951416
Stop + drive,143,blank,0.3297533392906189
Stop + drive,143,determine,0.5857073068618774
Stop + drive,143,bodyanalysis,0.45826250314712524
Stop + drive,143,context,0.5857073068618774
Stop + drive,143,objective,0.6211076974868774
Stop + drive,151,blank,0.2920233905315399
Stop + drive,151,determine,0.3764341473579407
Stop + drive,151,bodyanalysis,0.31598058342933655
Stop + drive,151,context,0.3948972821235657
Stop + drive,151,objective,0.3948972821235657
Stop + drive,159,blank,0.3481513559818268
Stop + drive,159,determine,0.5068978667259216
Stop + drive,159,bodyanalysis,0.317602276802063
Stop + drive,159,context,0.5068978667259216
Stop + drive,159,objective,0.5068978667259216
Stop + drive,167,blank,0.32221710681915283
Stop + drive,167,determine,0.4618838429450989
Stop + drive,167,bodyanalysis,0.3869057595729828
Stop + drive,167,context,0.4618838429450989
Stop + drive,167,objective,0.4618838429450989
Follow,36,blank,0.508726954460144
Follow,36,determine,0.5331240892410278
Follow,36,bodyanalysis,0.42924487590789795
Follow,36,context,0.4617380201816559
Follow,36,objective,0.4617380201816559
Follow,44,blank,0.35474058985710144
Follow,44,determine,0.3578100800514221
Follow,44,bodyanalysis,0.45480161905288696
Follow,44,context,0.41250109672546387
Follow,44,objective,0.4006604254245758
Follow,52,blank,0.40764716267585754
Follow,52,determine,0.45752590894699097
Follow,52,bodyanalysis,0.4403426945209503
Follow,52,context,0.4740607738494873
Follow,52,objective,0.5170531272888184
Follow,60,blank,0.4420170783996582
Follow,60,determine,0.538726270198822
Follow,60,bodyanalysis,0.5712531208992004
Follow,60,context,0.6016303896903992
Follow,60,objective,0.5610173344612122
Reverse,79,blank,0.4454009234905243
Reverse,79,determine,0.501657247543335
Reverse,79,bodyanalysis,0.3697381019592285
Reverse,79,context,0.5188009738922119
Reverse,79,objective,0.4698556363582611
Reverse,87,blank,0.5312273502349854
Reverse,87,determine,0.4004606008529663
Reverse,87,bodyanalysis,0.4994640648365021
Reverse,87,context,0.4004606008529663
Reverse,87,objective,0.4004606008529663
Reverse,95,blank,0.5022400617599487
Reverse,95,determine,0.5349180102348328
Reverse,95,bodyanalysis,0.5740429162979126
Reverse,95,context,0.5349180102348328
Reverse,95,objective,0.5349180102348328
Reverse,103,blank,0.44361114501953125
Reverse,103,determine,0.4666573405265808
Reverse,103,bodyanalysis,0.5696873664855957
Reverse,103,context,0.4666573405265808
Reverse,103,objective,0.4666573405265808
Reverse,111,blank,0.39714306592941284
Reverse,111,determine,0.39716604351997375
Reverse,111,bodyanalysis,0.40151694416999817
Reverse,111,context,0.39716604351997375
Reverse,111,objective,0.39716604351997375
Reverse,119,blank,0.4011167883872986
Reverse,119,determine,0.5214159488677979
Reverse,119,bodyanalysis,0.5801451802253723
Reverse,119,context,0.5214159488677979
Reverse,119,objective,0.5214159488677979
Reverse,127,blank,0.6208707094192505
Reverse,127,determine,0.5969571471214294
Reverse,127,bodyanalysis,0.5242174863815308
Reverse,127,context,0.5969571471214294
Reverse,127,objective,0.5969571471214294
Reverse,135,blank,0.3728182315826416
Reverse,135,determine,0.46987679600715637
Reverse,135,bodyanalysis,0.4778197407722473
Reverse,135,context,0.46987679600715637
Reverse,135,objective,0.46987679600715637
Getting a cap,218,blank,0.45818352699279785
Getting a cap,218,determine,0.5423579216003418
Getting a cap,218,bodyanalysis,0.619910478591919
Getting a cap,218,context,0.553399920463562
Getting a cap,218,objective,0.553399920463562
Getting a cap,226,blank,0.4932319223880768
Getting a cap,226,determine,0.5071374177932739
Getting a cap,226,bodyanalysis,0.5977984666824341
Getting a cap,226,context,0.5196757316589355
Getting a cap,226,objective,0.5196757316589355
Getting a cap,234,blank,0.3447616696357727
Getting a cap,234,determine,0.29369232058525085
Getting a cap,234,bodyanalysis,0.39132964611053467
Getting a cap,234,context,0.3154959976673126
Getting a cap,234,objective,0.34055817127227783
Getting a cap,242,blank,0.3497851490974426
Getting a cap,242,determine,0.44860178232192993
Getting a cap,242,bodyanalysis,0.5809221267700195
Getting a cap,242,context,0.5242994427680969
Getting a cap,242,objective,0.5242994427680969
Go forward,107,blank,0.399103581905365
Go forward,107,determine,0.4705806076526642
Go forward,107,bodyanalysis,0.4547479450702667
Go forward,107,context,0.4705806076526642
Go forward,107,objective,0.4705806076526642
Go forward,115,blank,0.3950314223766327
Go forward,115,determine,0.5080660581588745
Go forward,115,bodyanalysis,0.4167654514312744
Go forward,115,context,0.5080660581588745
Go forward,115,objective,0.5139579772949219
Go forward,123,blank,0.32033467292785645
Go forward,123,determine,0.43850255012512207
Go forward,123,bodyanalysis,0.5131897926330566
Go forward,123,context,0.3992632329463959
Go forward,123,objective,0.43850255012512207
Go forward,131,blank,0.4812954366207123
Go forward,131,determine,0.5918533205986023
Go forward,131,bodyanalysis,0.5507261753082275
Go forward,131,context,0.6015403270721436
Go forward,131,objective,0.6851460933685303
Go forward,139,blank,0.3337422013282776
Go forward,139,determine,0.584047257900238
Go forward,139,bodyanalysis,0.5133996605873108
Go forward,139,context,0.5299428105354309
Go forward,139,objective,0.47330957651138306
Go forward,147,blank,0.35706162452697754
Go forward,147,determine,0.42846736311912537
Go forward,147,bodyanalysis,0.39353147149086
Go forward,147,context,0.4225914180278778
Go forward,147,objective,0.43546509742736816
Go forward,155,blank,0.43265706300735474
Go forward,155,determine,0.4189046621322632
Go forward,155,bodyanalysis,0.47227951884269714
Go forward,155,context,0.49023035168647766
Go forward,155,objective,0.5010568499565125
Go forward,163,blank,0.4039045572280884
Go forward,163,determine,0.5943858623504639
Go forward,163,bodyanalysis,0.5134456753730774
Go forward,163,context,0.6324591636657715
Go forward,163,objective,0.7139918804168701
Go forward,171,blank,0.3030429184436798
Go forward,171,determine,0.6440260410308838
Go forward,171,bodyanalysis,0.4424506425857544
Go forward,171,context,0.6321316957473755
Go forward,171,objective,0.5904867649078369
