video_name,frame_idx,prompt_type,cosine
Go left,201,objective,0.4671475291252136
Stop + drive,87,blank,0.37712937593460083
Stop + drive,87,determine,0.493406742811203
Stop + drive,87,body,0.421507328748703
Stop + drive,87,context,0.4080697000026703
Stop + drive,87,objective,0.4692627787590027
Stop + drive,95,blank,0.5639122128486633
Stop + drive,95,determine,0.5389323234558105
Stop + drive,95,body,0.5612074732780457
Stop + drive,95,context,0.5188519954681396
Stop + drive,95,objective,0.49399107694625854
Stop + drive,103,blank,0.5598279237747192
Stop + drive,103,determine,0.35358503460884094
Stop + drive,103,body,0.5564525723457336
Stop + drive,103,context,0.4589155912399292
Stop + drive,103,objective,0.49044597148895264
Stop + drive,111,blank,0.4537467062473297
Stop + drive,111,determine,0.550682783126831
Stop + drive,111,body,0.5050632357597351
Stop + drive,111,context,0.5814926624298096
Stop + drive,111,objective,0.6240249872207642
Stop + drive,119,blank,0.4437815546989441
Stop + drive,119,determine,0.5439134836196899
Stop + drive,119,body,0.43608519434928894
Stop + drive,119,context,0.5182496309280396
Stop + drive,119,objective,0.5382317900657654
Stop + drive,127,blank,0.38058415055274963
Stop + drive,127,determine,0.6194435954093933
Stop + drive,127,body,0.32926076650619507
Stop + drive,127,context,0.6065659523010254
Stop + drive,127,objective,0.6131110191345215
Stop + drive,135,blank,0.4547123610973358
Stop + drive,135,determine,0.5151389241218567
Stop + drive,135,body,0.288149893283844
Stop + drive,135,context,0.5861342549324036
Stop + drive,135,objective,0.5300362706184387
Stop + drive,143,blank,0.43927890062332153
Stop + drive,143,determine,0.47365957498550415
Stop + drive,143,body,0.452259361743927
Stop + drive,143,context,0.6156983971595764
Stop + drive,143,objective,0.6069257855415344
Stop + drive,151,blank,0.2632320523262024
Stop + drive,151,determine,0.4924062192440033
Stop + drive,151,body,0.3386632800102234
Stop + drive,151,context,0.4916718006134033
Stop + drive,151,objective,0.4643528461456299
Stop + drive,159,blank,0.32130667567253113
Stop + drive,159,determine,0.4437066614627838
Stop + drive,159,body,0.4106437563896179
Stop + drive,159,context,0.5449196100234985
Stop + drive,159,objective,0.5644069314002991
Stop + drive,167,blank,0.3411989212036133
Stop + drive,167,determine,0.4880862832069397
Stop + drive,167,body,0.3460559844970703
Stop + drive,167,context,0.5083184242248535
Stop + drive,167,objective,0.5271137952804565
Follow,36,blank,0.4487382769584656
Follow,36,determine,0.4449867010116577
Follow,36,body,0.3658371567726135
Follow,36,context,0.4567330479621887
Follow,36,objective,0.3591907322406769
Follow,44,blank,0.39312610030174255
Follow,44,determine,0.4008663594722748
Follow,44,body,0.3722505271434784
Follow,44,context,0.3193591237068176
Follow,44,objective,0.29425641894340515
Follow,52,blank,0.39780721068382263
Follow,52,determine,0.5105898976325989
Follow,52,body,0.4532538056373596
Follow,52,context,0.4870240390300751
Follow,52,objective,0.4707431495189667
Follow,60,blank,0.5345442891120911
Follow,60,determine,0.6317436695098877
Follow,60,body,0.5302391052246094
Follow,60,context,0.6349555850028992
Follow,60,objective,0.5511721968650818
Reverse,79,blank,0.5486888885498047
Reverse,79,determine,0.5565901398658752
Reverse,79,body,0.4889640808105469
Reverse,79,context,0.4049125909805298
Reverse,79,objective,0.3951455056667328
Reverse,87,blank,0.5357211828231812
Reverse,87,determine,0.5779753923416138
Reverse,87,body,0.5449017286300659
Reverse,87,context,0.399027019739151
Reverse,87,objective,0.3486320376396179
Reverse,95,blank,0.3477931320667267
Reverse,95,determine,0.6262876987457275
Reverse,95,body,0.5607162714004517
Reverse,95,context,0.5046135187149048
Reverse,95,objective,0.49595704674720764
Reverse,103,blank,0.6303077936172485
Reverse,103,determine,0.48870405554771423
Reverse,103,body,0.5114864110946655
Reverse,103,context,0.46988219022750854
Reverse,103,objective,0.3919324278831482
Reverse,111,blank,0.42526400089263916
Reverse,111,determine,0.5106757283210754
Reverse,111,body,0.48359739780426025
Reverse,111,context,0.4462389349937439
Reverse,111,objective,0.4398488998413086
Reverse,119,blank,0.30740097165107727
Reverse,119,determine,0.5053799748420715
Reverse,119,body,0.49263063073158264
Reverse,119,context,0.481778085231781
Reverse,119,objective,0.4235738515853882
Reverse,127,blank,0.5449094176292419
Reverse,127,determine,0.6193627119064331
Reverse,127,body,0.49371206760406494
Reverse,127,context,0.5477311611175537
Reverse,127,objective,0.5627418756484985
Reverse,135,blank,0.49454066157341003
Reverse,135,determine,0.5305007696151733
Reverse,135,body,0.46275049448013306
Reverse,135,context,0.5259894132614136
Reverse,135,objective,0.46274107694625854
Getting a cap,218,blank,0.4427487254142761
Getting a cap,218,determine,0.6052121520042419
Getting a cap,218,body,0.5799505710601807
Getting a cap,218,context,0.5494148135185242
Getting a cap,218,objective,0.5910406708717346
Getting a cap,226,blank,0.4142591953277588
Getting a cap,226,determine,0.5783500075340271
Getting a cap,226,body,0.5706655979156494
Getting a cap,226,context,0.5672160387039185
Getting a cap,226,objective,0.586703360080719
Getting a cap,234,blank,0.41314223408699036
Getting a cap,234,determine,0.4557614326477051
Getting a cap,234,body,0.45244476199150085
Getting a cap,234,context,0.3900988698005676
Getting a cap,234,objective,0.3157378137111664
Getting a cap,242,blank,0.5646047592163086
Getting a cap,242,determine,0.671357274055481
Getting a cap,242,body,0.6789126396179199
Getting a cap,242,context,0.735110342502594
Getting a cap,242,objective,0.6252611875534058
Go forward,107,blank,0.47798454761505127
Go forward,107,determine,0.5754257440567017
Go forward,107,body,0.4387175142765045
Go forward,107,context,0.5580471754074097
Go forward,107,objective,0.5519041419029236
Go forward,115,blank,0.4741600751876831
Go forward,115,determine,0.5343998670578003
Go forward,115,body,0.5009065866470337
Go forward,115,context,0.5424889326095581
Go forward,115,objective,0.297885000705719
Go forward,123,blank,0.4166758358478546
Go forward,123,determine,0.3466108739376068
Go forward,123,body,0.36372536420822144
Go forward,123,context,0.35687485337257385
Go forward,123,objective,0.3729555606842041
Go forward,131,blank,0.4083811938762665
Go forward,131,determine,0.5953273773193359
Go forward,131,body,0.4375584125518799
Go forward,131,context,0.563284158706665
Go forward,131,objective,0.6055043339729309
Go forward,139,blank,0.40573301911354065
Go forward,139,determine,0.4495706856250763
Go forward,139,body,0.5776203870773315
Go forward,139,context,0.48711955547332764
Go forward,139,objective,0.47056496143341064
Go forward,147,blank,0.5428162813186646
Go forward,147,determine,0.5819875001907349
Go forward,147,body,0.4114309549331665
Go forward,147,context,0.4470329284667969
Go forward,147,objective,0.43403899669647217
Go forward,155,blank,0.4489629566669464
Go forward,155,determine,0.34354448318481445
Go forward,155,body,0.46641942858695984
Go forward,155,context,0.4411716163158417
Go forward,155,objective,0.46745243668556213
Go forward,163,blank,0.4063149690628052
Go forward,163,determine,0.629143238067627
Go forward,163,body,0.48046326637268066
Go forward,163,context,0.48250341415405273
Go forward,163,objective,0.5310553312301636
Go forward,171,blank,0.4548569619655609
Go forward,171,determine,0.6046427488327026
Go forward,171,body,0.5034092664718628
Go forward,171,context,0.6700071096420288
Go forward,171,objective,0.5829947590827942
