video_name,frame_idx,prompt_type,cosine
Stop + drive,103,context,0.5598592758178711
Stop + drive,103,objective,0.2732410132884979
Stop + drive,111,blank,0.42635929584503174
Stop + drive,111,determine,0.5756818652153015
Stop + drive,111,body,0.5053272843360901
Stop + drive,111,context,0.5756818652153015
Stop + drive,111,objective,0.5756818652153015
Stop + drive,119,blank,0.24611401557922363
Stop + drive,119,determine,0.47636115550994873
Stop + drive,119,body,0.46901002526283264
Stop + drive,119,context,0.47636115550994873
Stop + drive,119,objective,0.5207685828208923
Stop + drive,127,blank,0.19672012329101562
Stop + drive,127,determine,0.6344777941703796
Stop + drive,127,body,0.4728630483150482
Stop + drive,127,context,0.6344777941703796
Stop + drive,127,objective,0.6344777941703796
Stop + drive,135,blank,0.2683141231536865
Stop + drive,135,determine,0.5026365518569946
Stop + drive,135,body,0.39614367485046387
Stop + drive,135,context,0.559481143951416
Stop + drive,135,objective,0.559481143951416
Stop + drive,143,blank,0.23488517105579376
Stop + drive,143,determine,0.49791067838668823
Stop + drive,143,body,0.4571582078933716
Stop + drive,143,context,0.5857073068618774
Stop + drive,143,objective,0.5857073068618774
Stop + drive,151,blank,0.4193452000617981
Stop + drive,151,determine,0.46432775259017944
Stop + drive,151,body,0.3241833746433258
Stop + drive,151,context,0.46432775259017944
Stop + drive,151,objective,0.46432775259017944
Stop + drive,159,blank,0.21937435865402222
Stop + drive,159,determine,0.5068978667259216
Stop + drive,159,body,0.4020567238330841
Stop + drive,159,context,0.5068978667259216
Stop + drive,159,objective,0.5068978667259216
Stop + drive,167,blank,0.2220885306596756
Stop + drive,167,determine,0.4618838429450989
Stop + drive,167,body,0.43352067470550537
Stop + drive,167,context,0.4618838429450989
Stop + drive,167,objective,0.4618838429450989
Follow,36,blank,0.40487760305404663
Follow,36,determine,0.4398123025894165
Follow,36,body,0.2799181044101715
Follow,36,context,0.4617380201816559
Follow,36,objective,0.3563080430030823
Follow,44,blank,0.34259453415870667
Follow,44,determine,0.4006604254245758
Follow,44,body,0.40182897448539734
Follow,44,context,0.4006604254245758
Follow,44,objective,0.4006604254245758
Follow,52,blank,0.2598653733730316
Follow,52,determine,0.4855409264564514
Follow,52,body,0.4384642243385315
Follow,52,context,0.4740607738494873
Follow,52,objective,0.45752590894699097
Follow,60,blank,0.3651798963546753
Follow,60,determine,0.5982432961463928
Follow,60,body,0.5790456533432007
Follow,60,context,0.5610173344612122
Follow,60,objective,0.5610173344612122
Reverse,79,blank,0.21953636407852173
Reverse,79,determine,0.5110155940055847
Reverse,79,body,0.4032186269760132
Reverse,79,context,0.4070572555065155
Reverse,79,objective,0.4656684994697571
Reverse,87,blank,0.4241873323917389
Reverse,87,determine,0.5171151757240295
Reverse,87,body,0.5741841793060303
Reverse,87,context,0.4004606008529663
Reverse,87,objective,0.4004606008529663
Reverse,95,blank,0.3040844798088074
Reverse,95,determine,0.4940282702445984
Reverse,95,body,0.5415741205215454
Reverse,95,context,0.5349180102348328
Reverse,95,objective,0.5349180102348328
Reverse,103,blank,0.3424644470214844
Reverse,103,determine,0.4666573405265808
Reverse,103,body,0.43454211950302124
Reverse,103,context,0.4666573405265808
Reverse,103,objective,0.4666573405265808
Reverse,111,blank,0.15350526571273804
Reverse,111,determine,0.4245600700378418
Reverse,111,body,0.32999226450920105
Reverse,111,context,0.39716604351997375
Reverse,111,objective,0.39716604351997375
Reverse,119,blank,0.6938420534133911
Reverse,119,determine,0.5214159488677979
Reverse,119,body,0.5255193114280701
Reverse,119,context,0.5214159488677979
Reverse,119,objective,0.5214159488677979
Reverse,127,blank,0.5277953147888184
Reverse,127,determine,0.5969571471214294
Reverse,127,body,0.6136964559555054
Reverse,127,context,0.5969571471214294
Reverse,127,objective,0.2274484932422638
Reverse,135,blank,0.31918638944625854
Reverse,135,determine,0.46987679600715637
Reverse,135,body,0.5658751726150513
Reverse,135,context,0.46987679600715637
Reverse,135,objective,0.46987679600715637
Getting a cap,218,blank,0.5023788213729858
Getting a cap,218,determine,0.5423579216003418
Getting a cap,218,body,0.4740845263004303
Getting a cap,218,context,0.553399920463562
Getting a cap,218,objective,0.5713766813278198
Getting a cap,226,blank,0.2797613739967346
Getting a cap,226,determine,0.545511782169342
Getting a cap,226,body,0.5644170045852661
Getting a cap,226,context,0.545511782169342
Getting a cap,226,objective,0.5472167730331421
Getting a cap,234,blank,0.2602037787437439
Getting a cap,234,determine,0.3506283164024353
Getting a cap,234,body,0.43960946798324585
Getting a cap,234,context,0.3135429620742798
Getting a cap,234,objective,0.42544275522232056
Getting a cap,242,blank,0.4621996283531189
Getting a cap,242,determine,0.5917026400566101
Getting a cap,242,body,0.5402366518974304
Getting a cap,242,context,0.5242994427680969
Getting a cap,242,objective,0.44860178232192993
Go forward,107,blank,0.3309440612792969
Go forward,107,determine,0.48180943727493286
Go forward,107,body,0.4128158390522003
Go forward,107,context,0.4923831522464752
Go forward,107,objective,0.4705806076526642
Go forward,115,blank,0.3828567862510681
Go forward,115,determine,0.5002176761627197
Go forward,115,body,0.4569639563560486
Go forward,115,context,0.45995718240737915
Go forward,115,objective,0.4662233889102936
Go forward,123,blank,0.3207275867462158
Go forward,123,determine,0.38517168164253235
Go forward,123,body,0.38627752661705017
Go forward,123,context,0.35578620433807373
Go forward,123,objective,0.35578620433807373
Go forward,131,blank,0.34455186128616333
Go forward,131,determine,0.591033935546875
Go forward,131,body,0.45626556873321533
Go forward,131,context,0.5728739500045776
Go forward,131,objective,0.5598724484443665
Go forward,139,blank,0.4701666235923767
Go forward,139,determine,0.521459698677063
Go forward,139,body,0.43033576011657715
Go forward,139,context,0.4610755145549774
Go forward,139,objective,0.46880191564559937
Go forward,147,blank,0.290030837059021
Go forward,147,determine,0.41271281242370605
Go forward,147,body,0.42648541927337646
Go forward,147,context,0.38960427045822144
Go forward,147,objective,0.4225914180278778
Go forward,155,blank,0.28857165575027466
Go forward,155,determine,0.4189046621322632
Go forward,155,body,0.4880107641220093
Go forward,155,context,0.5296083688735962
Go forward,155,objective,0.49023035168647766
Go forward,163,blank,0.4048299193382263
Go forward,163,determine,0.5943858623504639
Go forward,163,body,0.45979568362236023
Go forward,163,context,0.575559675693512
Go forward,163,objective,0.628882884979248
Go forward,171,blank,0.29512032866477966
Go forward,171,determine,0.5843639373779297
Go forward,171,body,0.6109479665756226
Go forward,171,context,0.6166650056838989
Go forward,171,objective,0.5941154956817627
