video_name,frame_idx,prompt_type,caption
Reverse,79,blank,"The pedestrian is positioned in front of the ego driver, turning their torso and head towards them. They begin to lift both arms up and down in front."
Reverse,79,determine,"The pedestrian is beginning a gesture, lifting both arms in front of them."
Reverse,79,bodyanalysis,"The pedestrian stands facing the ego driver, moving their arms in an up-and-down motion."
Reverse,79,context,"You see a pedestrian lifting both arms in front of them, possibly signaling something."
Reverse,79,objective,"The pedestrian is raising both arms, potentially preparing to signal. Proceed with caution."
Reverse,87,blank,"The pedestrian stands in front of the ego driver, with their body and head directed towards them. They raise their arms forward, palms flat."
Reverse,87,determine,"The pedestrian raises their arms with flat palms, possibly preparing to gesture."
Reverse,87,bodyanalysis,"The pedestrian is facing the ego driver with their arms raised, palms flat, indicating a potential signal."
Reverse,87,context,"You detect a pedestrian raising their hands with flat palms, potentially signaling a stop or reverse motion."
Reverse,87,objective,"The pedestrian is displaying a posture that may indicate a request for stopping or reversing. Monitor for further gestures."
Reverse,95,blank,"The pedestrian is in front of the ego driver, directly facing them. Their palms are extended forward, moving back and forth in a gesture signaling reversal."
Reverse,95,determine,"The pedestrian is signaling for the ego driver to reverse."
Reverse,95,bodyanalysis,"The pedestrian stands upright, moving their hands back and forth with flat palms, indicating a reversing motion."
Reverse,95,context,"You see a pedestrian gesturing for you to reverse by moving their hands back and forth."
Reverse,95,objective,"The pedestrian's movement suggests they are instructing the vehicle to reverse. Prepare to comply safely."
Go forward,107,blank,"The pedestrian stands before the ego driver, lifting their arms forward with palms facing themselves."
Go forward,107,determine,"The pedestrian is raising their arms, likely signaling the ego driver to move forward."
Go forward,107,bodyanalysis,"The pedestrian's posture includes raised arms, with palms facing themselves, suggesting a forward motion signal."
Go forward,107,context,"You see a pedestrian lifting their arms with palms facing inward, possibly asking you to move forward."
Go forward,107,objective,"The pedestrian's posture suggests they are signaling the vehicle to advance. Assess safety before proceeding."
Stop + drive,87,blank,"The pedestrian faces the ego driver with their torso slightly turned to the side. They lift one hand in front of them with a flat palm, while the other stays at their side."
Stop + drive,87,determine,"The pedestrian is signaling the ego driver to stop."
Stop + drive,87,bodyanalysis,"The pedestrian raises one hand in front of them with a flat palm, maintaining a stable posture."
Stop + drive,87,context,"You see a pedestrian raising one hand with a flat palm, indicating a stop signal."
Stop + drive,87,objective,"The pedestrian appears to be signaling a stop. Prepare to halt the vehicle if necessary."
Stop + drive,95,blank,"The pedestrian remains in position, raising one hand in front of them in a stopping motion while keeping the other hand still at their side."
Stop + drive,95,determine,"The pedestrian is making a stopping gesture with one raised hand."
Stop + drive,95,bodyanalysis,"The pedestrian holds a stable stance with their torso slightly turned. One hand is raised with a flat palm, signaling stop."
Stop + drive,95,context,"You observe a pedestrian raising one hand toward you, signaling a stop."
Stop + drive,95,objective,"The pedestrian is issuing a stop signal. The vehicle should prepare to halt if necessary."
Stop + drive,103,blank,"The pedestrian starts moving slightly toward the ego driver, holding one hand raised with a flat palm while maintaining the stopping signal."
Stop + drive,103,determine,"The pedestrian is signaling the ego driver to stop while moving slightly forward."
Stop + drive,103,bodyanalysis,"The pedestrian raises one arm with a flat palm, keeping a stopping motion, while slightly shifting forward."
Stop + drive,103,context,"You see a pedestrian raising one hand in a stopping gesture while moving forward slightly."
Stop + drive,103,objective,"The pedestrian appears to be signaling a stop while advancing. The vehicle should be ready to adjust accordingly."
Stop + drive,111,blank,"The pedestrian begins shifting their head from looking at the ego driver to glancing beside them. They raise their other arm toward the side."
Stop + drive,111,determine,"The pedestrian is signaling stop while also raising their other arm toward the side."
Stop + drive,111,bodyanalysis,"The pedestrian’s posture shifts as they raise an additional arm toward the side while maintaining a stopping motion."
Stop + drive,111,context,"You observe a pedestrian making a stopping motion while directing their other arm toward the side."
Stop + drive,111,objective,"The pedestrian is issuing a stop signal while incorporating an additional directional gesture. The vehicle should assess surroundings."
Stop + drive,119,blank,"The pedestrian adjusts their posture, turning their head slightly while keeping one palm raised to the ego driver. They point towards the side of the road."
Stop + drive,119,determine,"The pedestrian is signaling stop while also pointing toward the side of the road."
Stop + drive,119,bodyanalysis,"The pedestrian raises one palm while turning their head and pointing toward the road, suggesting directional guidance."
Stop + drive,119,context,"You see a pedestrian signaling stop while directing attention toward the side of the road."
Stop + drive,119,objective,"The pedestrian is signaling stop and potentially indicating a direction. The vehicle should analyze the situation before proceeding."
Stop + drive,127,blank,"The pedestrian maintains one palm raised toward the ego driver while their other arm is now gesturing slightly toward the road and ego driver."
Stop + drive,127,determine,"The pedestrian is signaling stop while also indicating a direction."
Stop + drive,127,bodyanalysis,"The pedestrian raises one hand to stop while simultaneously moving their other hand toward the road and the vehicle."
Stop + drive,127,context,"You observe a pedestrian maintaining a stop gesture while making a secondary directional motion."
Stop + drive,127,objective,"The pedestrian is signaling stop and potentially providing guidance. The vehicle should process the movement carefully."
Stop + drive,135,blank,"The pedestrian faces more toward the side, keeping one arm raised while using their other hand to point down the road."
Stop + drive,135,determine,"The pedestrian is signaling stop while pointing down the road."
Stop + drive,135,bodyanalysis,"The pedestrian holds one hand up in a stopping motion while directing the other arm down the road."
Stop + drive,135,context,"You see a pedestrian signaling stop and pointing down the road, possibly directing traffic."
Stop + drive,135,objective,"The pedestrian is making a stop gesture and possibly guiding traffic. The vehicle should assess the intended direction."
Stop + drive,143,blank,"The pedestrian changes their gesture, shifting their pointing motion from down the road to a wider motion in front of them."
Stop + drive,143,determine,"The pedestrian modifies their stop gesture, incorporating a wider directional motion."
Stop + drive,143,bodyanalysis,"The pedestrian maintains a raised stop hand while widening their directional motion in front of them."
Stop + drive,143,context,"You observe a pedestrian making a broader directional motion while signaling stop."
Stop + drive,143,objective,"The pedestrian is expanding their gesture, possibly giving further directions. The vehicle should analyze the change."
Stop + drive,151,blank,"The pedestrian continues pointing, moving their arm along the road in an upward and downward motion while maintaining the stop signal with the other hand."
Stop + drive,151,determine,"The pedestrian is continuing to signal stop while making an up-and-down motion with their other hand."
Stop + drive,151,bodyanalysis,"The pedestrian moves their pointing hand in an up-and-down direction while keeping the other hand in a stopping motion."
Stop + drive,151,context,"You see a pedestrian maintaining a stop gesture while moving their other hand up and down along the road."
Stop + drive,151,objective,"The pedestrian is signaling stop while making further directional movements. The vehicle should interpret the motion carefully."
Stop + drive,159,blank,"The pedestrian tilts their head slightly downward while looking along the road. Their hand gestures up and down the road while keeping the stop signal with the other."
Stop + drive,159,determine,"The pedestrian continues signaling stop while moving their head and arm along the road."
Stop + drive,159,bodyanalysis,"The pedestrian glances downward slightly while moving their pointing hand along the road in an up-and-down motion."
Stop + drive,159,context,"You observe a pedestrian signaling stop while also moving their hand along the road."
Stop + drive,159,objective,"The pedestrian is making a stop gesture while providing further directional indications. The vehicle should process the information carefully."
Stop + drive,167,blank,"The pedestrian's gaze shifts slightly further down the road, continuing to point and motion with one hand while keeping the other raised toward the ego driver."
Stop + drive,167,determine,"The pedestrian is signaling stop while continuing to point and motion along the road."
Stop + drive,167,bodyanalysis,"The pedestrian keeps one hand raised in a stop position while their other arm continues making directional gestures along the road."
Stop + drive,167,context,"You see a pedestrian maintaining a stop gesture while further gesturing down the road."
Stop + drive,167,objective,"The pedestrian is signaling stop and indicating further motion down the road. The vehicle should interpret the movements carefully."
