video_name,frame_idx,action,action_id
video_0153.mp4,104,Constant Speed,0
video_0153.mp4,105,Constant Speed,0
video_0153.mp4,106,Constant Speed,0
video_0153.mp4,107,Constant Speed,0
video_0153.mp4,108,Constant Speed,0
video_0153.mp4,109,Constant Speed,0
video_0153.mp4,110,Constant Speed,0
video_0153.mp4,111,Constant Speed,0
video_0153.mp4,112,Constant Speed,0
video_0153.mp4,113,Constant Speed,0
video_0153.mp4,114,Constant Speed,0
video_0153.mp4,115,Constant Speed,0
video_0153.mp4,116,Constant Speed,0
video_0153.mp4,117,Constant Speed,0
video_0153.mp4,118,Constant Speed,0
video_0153.mp4,119,Constant Speed,0
video_0153.mp4,120,Constant Speed,0
video_0153.mp4,121,Constant Speed,0
video_0153.mp4,122,Constant Speed,0
video_0153.mp4,123,Constant Speed,0
video_0153.mp4,124,Constant Speed,0
video_0153.mp4,125,Constant Speed,0
video_0153.mp4,126,Constant Speed,0
video_0153.mp4,127,Constant Speed,0
video_0153.mp4,128,Constant Speed,0
video_0153.mp4,129,Constant Speed,0
video_0153.mp4,130,Constant Speed,0
video_0153.mp4,131,Constant Speed,0
video_0153.mp4,132,Constant Speed,0
video_0153.mp4,133,Constant Speed,0
video_0153.mp4,134,Constant Speed,0
video_0153.mp4,135,Constant Speed,0
video_0153.mp4,136,Constant Speed,0
video_0153.mp4,137,Constant Speed,0
video_0153.mp4,138,Constant Speed,0
video_0153.mp4,139,Constant Speed,0
video_0153.mp4,140,Constant Speed,0
video_0153.mp4,141,Constant Speed,0
video_0153.mp4,142,Constant Speed,0
video_0153.mp4,143,Constant Speed,0
video_0153.mp4,144,Constant Speed,0
video_0153.mp4,145,Constant Speed,0
video_0153.mp4,146,Constant Speed,0
video_0153.mp4,147,Constant Speed,0
video_0153.mp4,148,Constant Speed,0
video_0153.mp4,149,Constant Speed,0
video_0153.mp4,150,Constant Speed,0
video_0153.mp4,151,Constant Speed,0
video_0153.mp4,152,Constant Speed,0
video_0153.mp4,153,Constant Speed,0
video_0153.mp4,154,Constant Speed,0
video_0153.mp4,155,Constant Speed,0
video_0153.mp4,156,Constant Speed,0
video_0153.mp4,157,Constant Speed,0
video_0153.mp4,158,Constant Speed,0
video_0153.mp4,159,Constant Speed,0
video_0153.mp4,160,Constant Speed,0
