video_name,frame_idx,prompt_type,caption
Stop + pass,59,blank,"The man in the video is demonstrating a hand gesture or sign language. He starts by extending his arms out to the sides and then moves them up and down in a waving motion. The specific meaning of the gesture depends on the context in which it is being used, but it could be interpreted as a signal for attention or a way to express agreement or approval."
Stop + pass,59,determine,The pedestrian is making a stop gesture.
Stop + pass,59,body,"The pedestrian is standing in front of a gray background, wearing glasses and a black shirt. He is holding his hand out in front of him, with his fingers slightly spread apart. The man's posture remains consistent throughout the video, as he maintains this position with his hand extended outward. There are no other discernible movements or actions taking place in the video."
Stop + pass,59,context,The pedestrian is making a stop gesture.
Stop + pass,59,objective,The pedestrian is making a stop gesture.
Stop + pass,67,blank,"The image shows a man wearing glasses and a black shirt, standing in front of a white wall. He is holding his hands out to the sides, as if he is demonstrating something or performing an action. The man appears to be focused on his task, with his glasses reflecting light, suggesting that he might be giving a presentation or engaging in some form of communication."
Stop + pass,67,determine,The pedestrian is making a stop gesture.
Stop + pass,67,body,"The pedestrian is standing in a room with his arms outstretched to the sides, as if he is trying to balance or maintain stability. His body posture suggests that he might be engaging in some form of exercise, practicing yoga, or simply stretching his muscles. The man's arms are extended evenly on both sides, and his legs appear to be straight and firmly planted on the ground. This posture indicates a sense of calmness and control over his body movements."
Stop + pass,67,context,The pedestrian is making a stop gesture.
Stop + pass,67,objective,The pedestrian is making a stop gesture.
Stop + pass,75,blank,"The image shows a man wearing glasses and a black shirt, standing in front of a white wall. He is holding a Wii remote in his right hand and appears to be playing a video game. The man seems to be focused on the game, possibly performing a gesture or action with the remote. The scene suggests that he might be engaged in an interactive gaming experience using the Wii console."
Stop + pass,75,determine,The pedestrian is making a stop sign gesture with both hands.
Stop + pass,75,body,"The pedestrian in the image is standing with his arms outstretched to the sides, as if he is trying to maintain balance or demonstrating a specific movement. His arms are positioned parallel to the ground and shoulder-width apart, with his palms facing forward. This posture suggests that he might be performing an exercise, practicing yoga, or engaging in some form of physical activity that requires maintaining this position. The man's focus on his arms indicates that these movements are crucial for whatever activity he is participating in."
Stop + pass,75,context,The pedestrian is making a stop gesture.
Stop + pass,75,objective,The pedestrian is making a stop gesture.
Stop + pass,83,blank,"The image shows a man in a black shirt standing in front of a white wall. He is wearing glasses and has his hands outstretched to the sides, as if he is conducting an invisible orchestra or performing some sort of ritual. His posture is relaxed yet focused, suggesting that he is deeply engrossed in his activity. The simplicity of the background puts the focus entirely on him and his actions. It's a captivating scene that leaves one wondering about the story behind it."
Stop + pass,83,determine,The pedestrian is making a stop gesture.
Stop + pass,83,body,"The pedestrian is standing in front of a white wall, wearing glasses and a black shirt. He is holding his arms out to the sides with his palms facing forward, as if he is about to perform a martial arts move or a yoga pose. His legs are slightly apart and his feet are flat on the ground. He seems to be in a state of concentration and balance."
Stop + pass,83,context,The pedestrian is making a stop gesture.
Stop + pass,83,objective,The pedestrian is making a stop gesture.
Stop + pass,91,blank,"The man in the video is performing a hand jive or a similar dance move. He extends both hands out to the sides, then moves them in a coordinated motion as if he's dancing. The man appears to be enjoying himself and might be entertaining an audience with his performance."
Stop + pass,91,determine,The pedestrian is making a stop sign gesture.
Stop + pass,91,body,"The pedestrian is standing in a room with his arms outstretched to the sides, as if he is trying to balance or maintain stability. He appears to be wearing glasses and a black shirt. The man's posture suggests that he might be engaged in some form of exercise or practicing a specific movement technique. His arms are extended evenly on both sides, which could indicate that he is performing a symmetrical action or maintaining a centered position. Overall, the image captures a moment where the pedestrian is actively engaging with his body and the space around him."
Stop + pass,91,context,The pedestrian is making a stop gesture.
Stop + pass,91,objective,The pedestrian is making a stop gesture.
Stop + pass,99,blank,"In the image, a man stands confidently against a stark white background. He is dressed in a black shirt that contrasts sharply with the surroundings. His arms are outstretched to the sides, fingers splayed as if he's conducting an invisible orchestra or perhaps performing a magic trick. The man's gaze is directed towards something outside of the frame, adding an air of mystery to the scene. His stance and expression suggest he is in the middle of a performance or demonstration. The simplicity of the background puts the focus entirely on him and his actions."
Stop + pass,99,determine,"The pedestrian is making a gesture with both hands, as if he is trying to stop someone or something."
Stop + pass,99,body,"The pedestrian in the image is standing with his arms outstretched to the sides, as if he is either trying to balance himself or demonstrating a specific movement. His arms are positioned parallel to the ground and shoulder-width apart, with his palms facing forward. This posture suggests that he might be performing an exercise, practicing yoga, or engaging in some form of physical activity that requires maintaining balance and stability. The man's stance appears deliberate and controlled, indicating a focus on proper form and technique during this activity."
Stop + pass,99,context,The pedestrian is making a stop gesture.
Stop + pass,99,objective,The pedestrian is making a stop gesture.
Stop (blurry),71,blank,"In the image, a man stands alone against a stark white wall. He is dressed in a black shirt and glasses, his gaze directed off to the side, as if lost in thought or observing something out of frame. His stance is relaxed yet alert, suggesting a moment of quiet contemplation or anticipation. The simplicity of the background puts the focus entirely on him, emphasizing his presence in the scene. Despite the stillness of the image, there's an underlying sense of movement and narrative that draws the viewer in."
Stop (blurry),71,determine,The pedestrian is making a gesture with his hands.
Stop (blurry),71,body,"The pedestrian, a man wearing glasses and a black shirt, is walking down the street with his hands in his pockets. He appears to be casually strolling, maintaining a relaxed posture throughout the scene. The man's movements are smooth and unhurried, suggesting that he is not in a rush or experiencing any distress. His hands are positioned at his sides, which further emphasizes the casual nature of his walk. Overall, the man's body language conveys a sense of ease and nonchalance as he navigates the urban environment."
Stop (blurry),71,context,The pedestrian is making a gesture with his hand.
Stop (blurry),71,objective,The pedestrian is making a gesture that appears to be a combination of a wave and a peace sign.
Stop (blurry),79,blank,"The video shows a man wearing glasses who is standing in front of a white wall. He appears to be performing some sort of hand movements or gestures, which he repeats multiple times throughout the video. The man's clothing is not described in detail, but he seems to be dressed casually. The background remains consistent throughout the video, with no other objects or people visible."
Stop (blurry),79,determine,The pedestrian is making a gesture with his hands.
Stop (blurry),79,body,"The pedestrian, a man wearing glasses and a black shirt, is seen walking in front of a gray wall. He starts by standing still for a moment before beginning to walk towards the right side of the frame. As he walks, his arms swing naturally at his sides, and his gaze appears to be focused on something or someone out of frame. The man's stride is steady and unhurried, suggesting that he is comfortable and confident in his surroundings. His glasses reflect a hint of light, indicating that it might be a sunny day outside. Overall, the man's body posture and movements convey a sense of calmness and ease as he navigates through the environment."
Stop (blurry),79,context,The pedestrian is waving their hand.
Stop (blurry),79,objective,The pedestrian is waving their hand.
Stop (blurry),87,blank,The man in the video is performing a martial arts move.
Stop (blurry),87,determine,The pedestrian is making a stop gesture.
Stop (blurry),87,body,"The pedestrian is standing in front of a gray background, wearing glasses and a black shirt. He has his arms outstretched to the sides, with his hands facing forward. The man appears to be in a relaxed state, maintaining a steady posture throughout the video. His arms are parallel to the ground, and his fingers are slightly bent. The man's gaze is fixed on something in front of him, suggesting that he might be focused on a particular point or object. Overall, the pedestrian's body language indicates a calm and composed demeanor."
Stop (blurry),87,context,The pedestrian is making a stop gesture.
Stop (blurry),87,objective,The pedestrian is making a stop gesture.
Stop (blurry),95,blank,"The image shows a man wearing glasses and a black shirt, standing in front of a white wall. He is holding his arms out to the sides, as if he is about to perform a martial arts move or demonstrate a yoga pose. The man's glasses reflect light, adding a shiny effect to them. His stance suggests that he is focused and ready for action."
Stop (blurry),95,determine,The pedestrian is making a stop gesture.
Stop (blurry),95,body,"The pedestrian is standing in front of a gray background, wearing glasses and a black shirt. He has his hands outstretched to the sides, maintaining a consistent position throughout the video. The man's body posture appears relaxed, with his arms parallel to the ground and his fingers slightly spread apart. His gaze is directed straight ahead, suggesting that he might be focusing on something or someone outside the frame. Overall, the pedestrian's movements are minimal and static, as he maintains this position for the entire duration of the video."
Stop (blurry),95,context,The pedestrian is making a stop gesture.
Stop (blurry),95,objective,The pedestrian is making a stop gesture.
Stop (blurry),103,blank,"In the image, a man is standing in front of a gray background. He is wearing a black shirt and glasses. His arms are outstretched to the sides, palms facing forward. The man appears to be in a state of relaxation or perhaps performing an exercise or yoga pose. There are no other objects or people in the image. The man's position and the simplicity of the background give the image a minimalist aesthetic."
Stop (blurry),103,determine,The pedestrian is making a stop gesture.
Stop (blurry),103,body,"The pedestrian is standing in front of a gray background, wearing glasses and a black shirt. He has his hands outstretched to the sides, with his fingers spread apart. The man appears to be in a relaxed position, possibly indicating that he is waiting for something or someone. His posture suggests an open and welcoming demeanor, as if he is ready to receive information or engage in conversation."
Stop (blurry),103,context,The pedestrian is making a stop gesture.
Stop (blurry),103,objective,The pedestrian is making a stop gesture.
Stop (blurry),111,blank,"The image shows a man wearing glasses and a black shirt, standing in front of a white wall. He is holding his hands out to the sides, as if he is about to perform a magic trick or demonstrate something. The man appears to be focused on his task, with his gaze directed towards the camera. His posture suggests that he is in the middle of an action, possibly performing a trick or demonstrating a skill."
Stop (blurry),111,determine,The pedestrian is making a stop gesture.
Stop (blurry),111,body,"The pedestrian is standing in front of a gray wall, wearing a black shirt and glasses. He has his arms outstretched to the sides, with his hands facing forward. The man maintains this position throughout the video, appearing to be in a state of stillness or perhaps performing some sort of gesture or pose. There are no significant changes in his body posture or movements during the entire duration of the video."
Stop (blurry),111,context,The pedestrian is making a stop gesture.
Stop (blurry),111,objective,The pedestrian is making a stop gesture.
Go left,89,blank,"The man in the video is performing a hand jive, which is a dance move that involves moving both hands in a coordinated manner. He starts by standing with his arms at his sides and then begins to swing his hands back and forth in a rhythmic pattern. The movement of his hands is smooth and fluid, and he maintains a steady pace throughout the performance. It appears that he is enjoying himself as he dances, and his body language suggests that he is fully engaged in the activity. Overall, the man's hand jive is a fun and entertaining display of skill and coordination."
Go left,89,determine,The pedestrian is making a gesture with both hands.
Go left,89,body,"The pedestrian, a man wearing glasses and a black shirt, is seen walking down the street with his arms at his sides. He maintains a steady pace as he moves forward, displaying a casual and relaxed demeanor. His body posture remains consistent throughout the video, with no significant changes in gait or arm movement. The man's attire suggests that he may be dressed for a casual outing or daily activities."
Go left,89,context,The pedestrian is making a gesture with their hands.
Go left,89,objective,"The pedestrian is making a gesture with both hands, possibly indicating a stop or caution signal."
Go left,97,blank,"The man in the video is performing a hand jive or a similar dance move. He starts with his hands outstretched to the sides and then moves them in a series of coordinated motions, including clapping, tapping, and waving his hands. The movements are rhythmic and fluid, showcasing his skill and precision."
Go left,97,determine,The pedestrian is making a gesture with both hands.
Go left,97,body,"The pedestrian is standing in a room with his arms outstretched to the sides, as if he is trying to balance or maintain stability. He appears to be in a relaxed state and not actively engaging in any specific activity. The man's body posture suggests that he might be waiting for something or someone, or perhaps he is simply enjoying a moment of calmness."
Go left,97,context,The pedestrian is making a gesture with their hands.
Go left,97,objective,"The pedestrian is making a gesture with both hands, possibly indicating a request for assistance or attention."
Go left,105,blank,"The man in the video is performing a hand jive, which is a dance move that involves rhythmic and coordinated movements of the hands. He is wearing glasses and a black shirt while dancing in front of a white wall. The hand jive typically involves swinging the hands back and forth in a fluid motion, often accompanied by footwork and other dance moves."
Go left,105,determine,The pedestrian is making a gesture with both hands.
Go left,105,body,"The pedestrian is standing in a room and moving his arms back and forth, possibly engaging in some form of exercise or dance. He appears to be wearing glasses and a black shirt. The man's movements are fluid and rhythmic, suggesting that he might be following a specific pattern or routine. His body posture indicates that he is focused on the activity, maintaining balance and coordination throughout the motion."
Go left,105,context,The pedestrian is making a gesture indicating that they want to turn left.
Go left,105,objective,The pedestrian is making a gesture that indicates they want to turn left.
Go left,113,blank,"The video shows a man wearing glasses and a black shirt performing a hand dance. He moves his hands in various motions, including waving them around and moving them back and forth. The man's movements are synchronized with the music playing in the background, creating an entertaining and engaging performance."
Go left,113,determine,"The pedestrian is making a gesture with both hands, as if he is trying to communicate or express something."
Go left,113,body,"The pedestrian, dressed in a black shirt and glasses, is walking briskly down the street. His arms are outstretched to the sides, as if he's trying to maintain balance or perhaps signaling someone. His legs move in a coordinated manner, with his left leg stepping forward first, followed by his right leg. The man appears to be in motion, possibly hurrying to reach a destination or simply enjoying a walk."
Go left,113,context,The pedestrian is making a stop gesture.
Go left,113,objective,The pedestrian is making a stop gesture.
Go left,121,blank,"The video shows a man wearing glasses who is standing in front of a white background. He appears to be performing some sort of martial arts or karate moves, as he extends his arms out to the sides and then brings them together in front of him. The man's movements are fluid and controlled, suggesting that he has had extensive training in this discipline. His attire consists of a black shirt and pants, which contrast sharply with the white background behind him. Overall, the video captures a brief but impressive display of martial arts skill and precision."
Go left,121,determine,The pedestrian is making a gesture with his hand.
Go left,121,body,"The pedestrian is standing in a room with his arms outstretched to the sides, as if he is trying to balance or maintain stability. He appears to be in a relaxed state and not actively engaging in any specific activity. The man's body posture suggests that he might be in the process of learning or practicing a new skill, such as yoga or tai chi, which often involves maintaining balance and awareness of one's body position."
Go left,121,context,The pedestrian is making a stop gesture.
Go left,121,objective,The pedestrian is making a stop gesture.
Go left,129,blank,"In the image, a man is captured in the midst of a dynamic action. He's dressed in a black shirt and glasses, adding an air of intellectual curiosity to his persona. His right arm is extended forward, pointing towards something unseen, while his left arm is bent at the elbow, creating a sense of balance in his pose. The background is a simple gray wall, which serves to highlight the man and his actions. The image is slightly blurry, suggesting motion or perhaps a swift movement by the subject. Despite this, the man's focus remains unwavering, as indicated by his direct gaze into the camera."
Go left,129,determine,The pedestrian is making a pointing gesture.
Go left,129,body,"The pedestrian, a man wearing glasses and a black shirt, is walking down the street with his arms outstretched. His body posture suggests that he might be trying to maintain balance or perhaps attempting to signal someone or something. The man's arms are extended on both sides, and his legs appear to be in motion as he walks forward. This scene captures an interesting moment of human interaction with the urban environment."
Go left,129,context,The pedestrian is pointing to the left.
Go left,129,objective,The pedestrian is pointing to the right.
Go left,137,blank,"The image shows a man wearing glasses and a black shirt, standing in front of a white wall. He is holding his arms out to the sides, as if he is demonstrating something or performing an action. The man appears to be focused on his task, with his glasses reflecting light, suggesting that he might be giving a presentation or engaging in some form of communication."
Go left,137,determine,"The pedestrian is making a gesture with both hands, as if he is trying to communicate or express something."
Go left,137,body,"The pedestrian in the image is standing with his arms outstretched to the sides, as if he is trying to balance or maintain stability. His body posture suggests that he might be in a state of equilibrium or attempting to regain it after a sudden movement or action. The man's glasses and black shirt indicate that he is dressed casually, and his stance could be related to his occupation or personal interests. It is important to note that this description is based on the limited information provided by the image and may not fully capture the context behind the pedestrian's actions."
Go left,137,context,The pedestrian is making a stop gesture.
Go left,137,objective,The pedestrian is making a stop gesture.
Go left,145,blank,"The video shows a man wearing glasses who is performing a martial arts move. He stands in front of a white wall and extends his arms out to the sides while moving them back and forth. The man's movements are slow and deliberate, indicating that he is practicing a specific technique. His posture is straight and focused, suggesting that he is experienced in martial arts. The video does not provide any audio or context for the performance, but it is clear that the man is skilled in his craft."
Go left,145,determine,The pedestrian is making a gesture with his hand.
Go left,145,body,"The pedestrian is standing in front of a white wall, wearing glasses and a black shirt. He is engaged in an activity that involves moving his arms and hands in various directions. At one point, he extends his arm out to the side, then brings it back down to his side. In another instance, he raises both arms above his head, and later, he moves his arms in a circular motion. The man's movements appear deliberate and purposeful, suggesting that he might be practicing a specific skill or engaging in some form of exercise or dance routine."
Go left,145,context,The pedestrian is making a gesture with their hand.
Go left,145,objective,The pedestrian is making a gesture that indicates they are giving up or surrendering.
Go left,153,blank,"The image depicts a man in a black shirt standing in front of a white wall. He is wearing glasses and has his arms outstretched to the sides, as if he is demonstrating something or performing an action. The man appears to be the main subject of the photo, with no other objects or people visible in the frame. The overall scene suggests that this could be a teaching or instructional setting, with the man possibly explaining a concept or giving directions."
Go left,153,determine,"The pedestrian is making a gesture with his arms outstretched, as if he is trying to get someone's attention or communicate something."
Go left,153,body,"The pedestrian in the image is standing with his arms outstretched to the sides, as if he is trying to balance or maintain stability. He appears to be wearing glasses and a black shirt. The man's posture suggests that he might be engaging in some form of exercise, practicing yoga, or simply maintaining his equilibrium while walking. His arms are extended evenly on both sides, which could indicate a focus on body alignment and balance during this activity."
Go left,153,context,The pedestrian is making a gesture indicating they want to turn left.
Go left,153,objective,"The pedestrian is making a ""stop"" gesture."
Go left,161,blank,"The man in the video is performing a series of hand movements that resemble a dance or martial arts routine. He starts with his arms extended to the sides and then moves them in a fluid motion, rotating his body and changing positions. The movements are precise and deliberate, suggesting that he has practiced this routine many times before. It's possible that he is demonstrating a specific technique or simply enjoying an impromptu performance. Overall, the video showcases the man's impressive control over his body and his ability to execute complex movements with ease."
Go left,161,determine,The pedestrian is making a gesture with both hands.
Go left,161,body,"The pedestrian is standing in front of a white wall, wearing glasses and a black shirt. He has his arms outstretched to the sides, as if he is trying to balance or maintain stability. His body is slightly leaning forward, indicating that he might be preparing for a physical action or movement. The man's posture suggests that he could be engaging in some form of exercise, practicing yoga, or simply maintaining his balance while walking."
Go left,161,context,The pedestrian is pointing to the left.
Go left,161,objective,The pedestrian is pointing to the left.
Go left,169,blank,"The video shows a man wearing glasses who is standing in front of a grey background. He appears to be performing some sort of hand movements or gestures, which he repeats multiple times throughout the video. The man's clothing is not described in detail, but he seems to be dressed casually. The background remains consistent throughout the video, with no changes in lighting or other visual elements. Overall, the video seems to focus on the man's hand movements and gestures, which are the primary action taking place."
Go left,169,determine,The pedestrian is making a gesture with both hands.
Go left,169,body,"The pedestrian is seen walking with his arms outstretched to the sides, maintaining a consistent position throughout the video. He appears to be in motion, possibly walking down a street or sidewalk. The pedestrian's body posture and movements suggest that he is focused on his path and is not interacting with any other objects or people in the scene."
Go left,169,context,The pedestrian is making a gesture with their hands.
Go left,169,objective,"The pedestrian is making a gesture with their hands, possibly indicating a stop or caution signal."
Go left,177,blank,"The man in the video is performing a series of hand movements that resemble a dance or some form of exercise. He starts with his hands out to the sides and then moves them up and down, eventually bringing them back down to his sides. The movements are fluid and rhythmic, suggesting that he may be engaging in a specific routine or following a particular pattern. It's possible that this activity is part of a larger performance or demonstration, as the man appears to be focused and deliberate in his movements. Overall, the video captures an intriguing display of hand movements that could potentially be a form of dance, exercise, or even a personal ritual."
Go left,177,determine,The pedestrian is making a gesture with both hands.
Go left,177,body,"The pedestrian, a man wearing glasses and a black shirt, is standing in front of a gray wall. He appears to be engaged in an activity that involves hand gestures. From 10.0 seconds to 15.0 seconds, the man raises his arms slightly above his head. Then, from 15.0 seconds to 20.0 seconds, he extends his hands outwards, as if he's either pointing or demonstrating something. The man's movements suggest that he might be giving instructions, explaining a concept, or simply engaging in a casual conversation while maintaining a relaxed posture."
Go left,177,context,The pedestrian is making a gesture with their hands.
Go left,177,objective,"The pedestrian is making a gesture with both hands, possibly indicating a stop or caution signal."
Go left,185,blank,"The image shows a man wearing glasses and a black shirt, standing in front of a white wall. He is actively engaged in playing a video game using a Wii remote control. The man appears to be holding the remote with both hands, fully immersed in the gaming experience. The Wii remote can be seen clearly in his hands, indicating that he is likely playing an interactive game that requires physical movement and gestures."
Go left,185,determine,The pedestrian is making a gesture with his hand.
Go left,185,body,"The pedestrian, a man wearing glasses and a black shirt, is walking down the street with his arms outstretched. His body posture suggests that he might be trying to maintain balance or perhaps attempting to signal someone or something. The man's arms are extended on both sides, and his legs appear to be moving in a coordinated manner as he walks. This scene takes place against a white background, which emphasizes the pedestrian's actions and attire."
Go left,185,context,The pedestrian is making a stop gesture.
Go left,185,objective,The pedestrian is making a stop gesture.
Go left,193,blank,"The image depicts a man in a black shirt standing with his arms outstretched to the sides. He appears to be in a relaxed posture, possibly engaging in an activity or demonstrating something. The man's glasses add a touch of sophistication to his appearance."
Go left,193,determine,"The pedestrian is making a gesture with both hands, extending them out to the sides."
Go left,193,body,"The pedestrian in the image is standing with his arms outstretched to the sides, as if he is either trying to balance himself or demonstrating a specific movement. His body posture suggests that he might be engaging in some form of exercise, practicing yoga, or participating in a dance routine. The man's focus and concentration are evident from his steady gaze and the firmness of his stance. Overall, the scene captures a moment of physical activity and mindfulness."
Go left,193,context,The pedestrian is making a stop gesture.
Go left,193,objective,The pedestrian is making a stop gesture.
Go left,201,blank,"The image depicts a man in a black shirt standing with his arms outstretched to the sides. He appears to be in a relaxed or neutral position, possibly posing for a photo or participating in an activity that requires him to extend his arms outward. The man's attire and posture suggest that he might be engaging in some form of exercise, dance, or simply enjoying a casual moment."
Go left,201,determine,"The pedestrian is making a gesture with his hands, possibly indicating a stop or halt."
Go left,201,body,"The pedestrian is standing in a room with his arms outstretched to the sides, as if he is trying to balance or maintain stability. He appears to be in a relaxed state and not actively engaging in any specific activity. The man's body posture suggests that he might be in the process of learning or practicing a new skill, such as yoga or tai chi, which often involves maintaining balanced positions with extended arms. Alternatively, he could simply be enjoying a moment of leisure or contemplation while standing in an open space."
Go left,201,context,The pedestrian is making a stop gesture.
Go left,201,objective,The pedestrian is making a stop gesture.
Stop + drive,87,blank,"The video shows a man wearing glasses who is standing in front of a plain background. He appears to be performing some sort of hand gesture or sign language, as he moves his hands around in various motions. The man's facial expressions are not visible, but he seems to be focused on the task at hand. The lighting in the room is bright and even, casting no shadows on the man or the background. Overall, the video seems to be a demonstration of the man's communication skills or perhaps a tutorial on sign language."
Stop + drive,87,determine,The pedestrian is making a stop sign gesture.
