video_name,frame_idx,caption
Left,105,"The subject begins to swing their arm, in such a manner that it points towards the diver's left side, with their other hand still pointing towards the driver."
Left,113,"The subject shakes his right arm, up and down while pointing it towards the driver's left side, the subject also moves his head, such that it faces the driver."
Left,121,"The subject moves his right arm towards his body, while his other arm is still pointing to the driver with the palm facing towards the driver's left side."
Left,129,"The person moves his right arm away from his body such that it points towards the driver's left side.The palm of his right arm faces the driver when the arm reaches the maximum height, while his other arm is still pointing towards the driver."
Left,137,"The person moves his right arm towards his body, and turns his head towards the driver's left side. His other arm is still pointing towards the driver, with his palm facing the driver's left side."
Left,145,"The person moves his right arm away from his body such that it points towards his right side, and the driver's left side. His other arm is pointing towards the driver, with its palm facing the driver's left side. The subject also seems to be turning his head towards the driver."
Left,153,"The person moves his right arm slightly up and away from his body and then keeps it that position with his palm facing the driver. His other arm is pointing towards the driver, with its palm facing the driver's left side. The subject also seems to be turning his head towards the driver."
Left,161,"The subject seems to be now lowering both of his arms while his head is facing the the driver"
Left,169,"The person in the set of images seems to be bringing both of his arms together in front of his body, with his palms facing each other. The subject's body is oriented towards the driver."
Left,177,"The guy in the frame raises both his arms slightly, and then begins to swing his right arm towards the driver's left side. His other arm is still pointing towards the driver, with his palm facing the driver's left side."
Left,185,"The subject moves his right arm away from his body such that it points towards the driver's left side. His other arm is still pointing towards the driver with the palm facing his right side."
Left,193,"The person moves his right arms slightly up, his palms are facing the driver. His other arm is pointing towards the driver with the palm facing the driver's left side."
Left,201,"The subject moves his right arm towards his body while his other arm is still pointing towards the driver with the palm facing the driver's left side."
Left,209,"The person swings his right arm towards the driver's left side, with his other arm still pointing towards the driver with the palm facing the driver's left side."
Left,217,"The person moves his right arm up slightly more, his other arm is still pointing towards the driver with the palm facing the driver's left side."
Idle,114,"The subject is standing still, with his arms hanging by his sides, his body is facing the driver's left side, only one of his arms, legs, and eyes are visible."
Idle,122,"The person is not moving his arms and legs, his arms are by his sides, his body is turned towards his right side, and he seems to be looking away from the driver."
Idle,130,"The person is standing still, with his arms hanging by his sides, his body is facing the driver's left side, only one of his arms, legs, and eyes are visible."
Idle,138,"The subject is standing still, with his arms hanging by his sides, his body is facing the driver's left side, only one of his arms, legs, and eyes are visible."
Idle,146,"The person is not moving his arms and legs, his arms are by his sides, his body is turned towards his right side, and he seems to be looking away from the driver."
Idle,154,"The person is standing still, with his arms hanging by his sides, his body is facing the driver's left side, only one of his arms, legs, and eyes are visible."
Idle,162,"The subject is standing still, with his arms hanging by his sides, his body is facing the driver's left side, only one of his arms, legs, and eyes are visible."
Idle,170,"The person is not moving his arms and legs, his arms are by his sides, his body is turned towards his right side, and he seems to be looking away from the driver."
Idle,178,"The person is standing still, with his arms hanging by his sides, his body is facing the driver's left side, only one of his arms, legs, and eyes are visible."
Reverse,79,"Person is standing upright with a relaxed posture beginning the motion of raising their hands"
Reverse,87,"A person is raising their hands up so that their palms are facing the camera"
Reverse,95,"The person pushes their hands that are facing the camera outwards and brings them back in almost as if their signaling to stop or slow down"
Reverse,103,"The person moves their hands outwards and then pulls them back facing the camera but close to their body"
Reverse,111,"The person fully extends their arms and hands outwards and immediately begins to pull them back into their body"
Reverse,119,"Person is standing up and motioning his hands straight and back towards his body"
Reverse,127,"Person is motioning his hands straight and back as if he's saying stop or slow down"
Reverse,135,"With their hands facing the camera upright, the person begins to slowly walk forward towards the camera"
Reverse,143,"The person is slowly walking towards the camera with their arms extended our and hands facing the camera"
Stop_pass,51,"A person moves their left hand up and has their palm facing the camera"
Stop_pass,59,"While the person has their left hand up and palm facing the camera signaling to stop, they begin to motion their right hand up"
Stop_pass,67,"A person has their left hand with their palm up facing the camera, while their right hand motions to point to the right"
Stop_pass,75,"While signaling to stop with their left hand, the person motions his right hand towards him as if he's calling someone over"
Stop_pass,83,"While signaling to stop with their left hand, the person motions his right hand accross his body and points to right direction"
Stop_pass,91,"With the person's left hand up and palm facing the camera the person they begin to motion their right arm back from the left to the right across their body"
Stop_pass,99,"The person extends their right hand out to their right side while holding up their left hand with their palm facing the camera"
Stop_drive,87,"The person's body is facing to the left, and they are raising their left arm to me while turning their head to face me. It seems like they are telling me to stop, while still maintaining attention to what is happening to my left or in front of their body in the direction they are facing. The body is facing left, but the head is facing me."
Stop_drive,95,"The person is mostly facing me, but leaving some of their body posture to something on my left (their right). Their left hand is raised to me with an open palm, telling me to stop."
Stop_drive,103,"The person is mostly facing me, but leaving some of their body posture to something on my left (their right). Their left hand is raised to me with an open palm, telling me to stop."
Stop_drive,111,"The person still has their left hand with open palm towards me, telling me to stop. Their right arm is beginning to raise, from their side towards the horizontal. Their gaze attention is shifting to the object to my left (their right). They seem that they are about to give an instruction to this cross-traffic agent."
Stop_drive,119,"The person's gaze is fully placed on the agent to my left (the person's right). Their left hand is raised to me to tell me to stop. Their right arm is fully directed to the agent to my left. They have raised a finger of their right arm, which appears to request the attention or action of this cross-traffic agent."
Stop_drive,127,"The person's left hand is still held with an open palm to tell me to stop. Their finger of their right hand is making an arc motion, which seems to suggest to the cross-traffic agent that they can begin making motion."
Stop_drive,135,"The right arm of the person is making a horizontal sweeping motion, as if indicating to the cross-traffic agent that they should move to their left (the instructing person's right). The left hand is still held with an open palm to tell me to stop."
Stop_drive,143,"The right arm of the person ends its sweeping arc, and instead of maintaining all fingers loosely outstretched, ends with just one finger sharply pointing at the end of the arc, indicating the direction of motion the cross-traffic agent should take. The left hand is still held with an open palm to tell me to stop."
Stop_drive,151,"The sweeping arc motion of the right hand is continued by the traffic director. This indicates that the cross-traffic agent should continue their motion accordingly, following the direction of the arc when the arm is outstretched, but not in the direction of the recovery of the arc when the finger is not pointed. The left hand is still held with an open palm to tell me to stop."
Stop_drive,159,"The traffic director continues the outward sweep of the right arm. The gaze also turns with the sweep, towards the directional destination of the cross-traffic agent. The left hand is still held with an open palm to tell me to stop."
Stop_drive,167,"The traffic director recovers the sweep made by the right arm, to reset with his arm in front of him. During this motion, the wrist is left more limp and the fingers are not held in a tight point, allowing less focus to be placed on the hand by the cross-traffic agent. The left hand maintains its stop position, with an open palm directed toward me."
Stop_drive,175,"The traffic director leaves his right arm at the end of its arc, pointing in the direction the cross-traffic agent should travel. While keeping the left arm in a stop position outstretched towards me, the traffic director turns his gaze to me (turning to his left), making eye contact with me in anticipation of the next instruction."
